UserID,Month,Amount
U000696,Jun,2000
U000697,May,23000
U000697,Aug,1000
U000698,Jul,19000
U000698,Aug,17000
U000699,Feb,2000
U000699,Jun,19000
U000699,Sep,1000
U000699,Dec,19000
U000700,Jan,98000
U000701,Jun,13000
U000701,Dec,2000
U000702,Jan,2000
U000702,Aug,8000
U000703,Apr,18000
U000703,Oct,2000
U000703,Dec,3000
U000704,Jan,1000
U000704,Feb,22000
U000704,Aug,2000
U000704,Sep,23000
U000706,Jan,100000
U000706,Jul,93000
U000707,Jan,102000
U000707,Jul,114000
U000708,May,3000
U000709,Aug,18000
U000710,Feb,2000
U000710,Jul,2000
U000710,Nov,1000
U000711,Jan,2000
U000711,Mar,3000
U000711,May,2000
U000711,Jun,2000
U000711,Jul,82000
U000711,Aug,2000
U000711,Nov,2000
U000712,Jun,2000
U000712,Oct,36000
U000713,Jan,99000
U000713,Feb,2000
U000714,Apr,38000
U000716,Apr,37000
U000716,May,1000
U000716,Oct,40000
U000717,Jul,99000
U000718,Jan,2000
U000718,Mar,11000
U000718,Aug,2000
U000719,Apr,2000
U000719,Nov,2000
U000721,Jul,96000
U000721,Aug,3000
U000722,Jan,83000
U000722,May,2000
U000722,Jul,112000
U000723,Mar,2000
U000723,Sep,13000
U000724,Mar,1000
U000724,Aug,2000
U000725,May,10000
U000725,Jul,2000
U000726,Nov,9000
U000727,Feb,1000
U000728,Jan,2000
U000728,Aug,2000
U000729,Apr,43000
U000729,May,2000
U000729,Oct,46000
U000730,Feb,2000
U000730,Sep,2000
U000731,Oct,20000
U000732,Jul,2000
U000732,Aug,2000
U000732,Oct,21000
U000733,Mar,2000
U000733,Jul,2000
U000733,Oct,1000
U000733,Nov,9000
U000735,Jan,3000
U000735,Jul,2000
U000735,Aug,10000
U000735,Dec,12000
U000736,Apr,40000
U000737,Jan,115000
U000737,Mar,2000
U000737,Jul,110000
U000737,Oct,2000
U000741,Jul,102000
U000741,Sep,1000
U000743,Jul,22000
U000743,Oct,21000
U000744,Jan,88000
U000745,Aug,21000
U000746,Jan,101000
U000746,Nov,2000
U000747,Jan,92000
U000747,Jun,2000
U000747,Jul,104000
U000747,Aug,2000
U000748,Mar,2000
U000748,Oct,40000
U000748,Nov,2000
U000749,Oct,2000
U000749,Nov,1000
U000750,Jul,98000
U000751,Feb,2000
U000752,Feb,19000
U000752,May,3000
U000752,Jun,25000
U000752,Jul,19000
U000753,Apr,42000
U000753,Aug,2000
U000753,Oct,42000
U000754,Apr,40000
U000755,Apr,32000
U000755,Jul,2000
U000756,Mar,2000
U000756,Apr,19000
U000757,Feb,21000
U000757,Aug,21000
U000759,Mar,2000
U000759,Aug,1000
U000759,Dec,17000
U000760,Jan,2000
U000760,Mar,2000
U000760,Nov,25000
U000761,Sep,2000
U000761,Oct,3000
U000762,Jan,106000
U000762,Jul,106000
U000764,Jan,22000
U000764,Sep,2000
U000764,Nov,2000
U000765,Jun,2000
U000766,Apr,21000
U000766,Sep,19000
U000766,Dec,3000
U000767,Jan,102000
U000769,May,19000
U000770,Jan,22000
U000770,Mar,22000
U000771,May,2000
U000772,Jan,97000
U000772,Jul,110000
U000772,Oct,2000
U000773,Nov,1000
U000774,Apr,2000
U000774,Oct,2000
U000776,Feb,2000
U000776,May,2000
U000776,Jul,94000
U000776,Dec,3000
U000777,Apr,22000
U000777,Jul,1000
U000778,Feb,9000
U000778,Apr,11000
U000778,Aug,2000
U000778,Nov,10000
U000779,Apr,2000
U000779,Oct,46000
U000780,Jan,86000
U000780,Jul,92000
U000782,Apr,41000
U000782,Aug,2000
U000782,Oct,40000
U000783,Apr,2000
U000784,Dec,3000
U000785,Sep,2000
U000787,Apr,12000
U000788,Apr,41000
U000788,Jul,2000
U000789,Jun,1000
U000789,Dec,3000
U000790,Oct,2000
U000790,Dec,1000
U000791,Feb,21000
U000791,May,2000
U000791,Oct,21000
U000792,Apr,42000
U000792,Oct,42000
U000793,Dec,3000
U000794,Jan,11000
U000795,Jan,115000
U000795,Jul,84000
U000796,Oct,2000
U000797,Feb,23000
U000797,Sep,3000
U000798,Apr,2000
U000798,May,2000
U000798,Oct,41000
U000799,Jan,101000
U000799,Jun,2000
U000799,Nov,103000
U000800,Mar,2000
U000800,Jul,108000
U000801,Jun,3000
U000802,Mar,3000
U000802,Oct,2000
U000802,Dec,2000
U000803,Jul,104000
U000804,Mar,2000
U000806,Jan,113000
U000807,Jan,97000
U000807,May,2000
U000807,Nov,97000
U000808,Jan,97000
U000808,Jun,2000
U000809,Jan,94000
U000809,Jul,112000
U000810,May,2000
U000810,Jun,95000
U000811,Jan,3000
U000811,Oct,2000
U000811,Nov,2000
U000812,Mar,2000
U000812,Aug,23000
U000813,Jan,99000
U000813,Jul,111000
U000813,Oct,3000
U000813,Dec,2000
U000814,Jan,96000
U000814,Sep,2000
U000814,Dec,2000
U000815,Apr,25000
U000816,Aug,2000
U000817,Jan,3000
U000818,Apr,3000
U000818,Jun,10000
U000818,Sep,10000
U000819,Apr,10000
U000819,Dec,10000
U000820,Mar,9000
U000820,Jun,2000
U000820,Aug,3000
U000821,Apr,28000
U000821,Dec,35000
U000822,Jan,104000
U000822,Jul,2000
U000823,Apr,47000
U000823,Aug,2000
U000823,Sep,2000
U000824,Jan,2000
U000824,Dec,113000
U000826,Jan,19000
U000826,Feb,23000
U000826,Aug,2000
U000826,Sep,16000
U000826,Dec,21000
U000827,Aug,8000
U000828,Jan,99000
U000828,May,3000
U000829,Nov,3000
U000829,Dec,1000
U000830,Mar,2000
U000830,Sep,2000
U000831,Mar,19000
U000831,Jul,22000
U000831,Aug,2000
U000832,Jan,2000
U000833,May,3000
U000833,Sep,3000
U000834,Jan,47000
U000834,Oct,45000
U000835,Apr,41000
U000835,Oct,2000
U000836,Apr,38000
U000837,Mar,1000
U000837,Apr,2000
U000837,May,9000
U000837,Sep,10000
U000838,Mar,18000
U000838,May,19000
U000839,Apr,37000
U000839,Dec,1000
U000840,Jul,9000
U000840,Aug,10000
U000841,Nov,2000
U000841,Dec,42000
U000842,Apr,2000
U000842,Jul,19000
U000842,Oct,24000
U000843,Apr,1000
U000843,Jun,2000
U000843,Aug,20000
U000844,Jul,2000
U000844,Nov,21000
U000844,Dec,2000
U000845,Dec,20000
U000846,Jan,2000
U000846,Apr,39000
U000846,Sep,2000
U000847,Oct,38000
U000848,Nov,2000
U000850,Jul,134000
U000851,Jan,2000
U000851,Feb,21000
U000851,Sep,21000
U000852,Jun,10000
U000852,Dec,2000
U000853,May,3000
U000854,Apr,35000
U000854,Jun,2000
U000854,Aug,1000
U000854,Oct,35000
U000855,Jan,104000
U000855,Jul,84000
U000858,Jan,3000
U000858,Aug,2000
U000858,Sep,2000
U000859,Jul,119000
U000860,Jul,95000
U000860,Oct,3000
U000861,Apr,46000
U000863,Feb,20000
U000863,Apr,19000
U000864,May,2000
U000865,May,2000
U000866,Aug,2000
U000866,Oct,2000
U000867,Apr,11000
U000867,Jun,2000
U000867,Nov,2000
U000867,Dec,2000
U000868,Apr,39000
U000868,Dec,2000
U000869,Jul,113000
U000870,Jan,101000
U000870,Oct,2000
U000871,Feb,3000
U000872,Mar,2000
U000873,Apr,10000
U000873,Jul,10000
U000874,Jul,21000
U000874,Dec,3000
U000875,Jan,97000
U000875,May,89000
U000878,Jun,2000
U000878,Jul,22000
U000878,Sep,3000
U000879,Feb,1000
U000879,Mar,2000
U000880,May,1000
U000880,Jun,1000
U000880,Jul,2000
U000881,May,2000
U000881,Nov,2000
U000882,May,2000
U000883,Mar,2000
U000883,Dec,2000
U000884,May,2000
U000884,Dec,19000
U000885,Mar,1000
U000885,Apr,42000
U000885,Oct,2000
U000885,Dec,3000
U000886,Jan,2000
U000886,Jul,1000
U000887,Nov,2000
U000888,Jul,21000
U000888,Oct,21000
U000888,Dec,1000
U000889,Apr,45000
U000889,Sep,40000
U000890,Apr,2000
U000890,Jul,87000
U000891,Jul,118000
U000891,Dec,2000
U000892,Jan,105000
U000892,Jul,91000
U000893,Feb,2000
U000894,Sep,3000
U000895,Feb,2000
U000895,Oct,2000
U000897,Feb,2000
U000898,Jan,83000
U000899,Feb,10000
U000899,Jul,2000
U000899,Oct,2000
U000899,Nov,11000
U000900,Jan,2000
U000901,Jan,103000
U000901,Feb,101000
U000901,Aug,2000
U000901,Sep,2000
U000902,Mar,1000
U000902,Jul,2000
U000902,Nov,18000
U000903,May,20000
U000903,Jun,1000
U000903,Jul,1000
U000903,Aug,2000
U000903,Sep,21000
U000903,Oct,3000
U000904,Jan,3000
U000904,Jul,8000
U000904,Nov,2000
U000905,Apr,35000
U000905,Oct,43000
U000906,Jan,96000
U000906,Jul,121000
U000907,Jan,116000
U000907,Jul,71000
U000908,Jan,100000
U000909,Feb,2000
U000909,Jun,2000
U000910,Mar,3000
U000910,Sep,2000
U000911,Jan,2000
U000912,Mar,2000
U000912,Aug,2000
U000913,Jan,1000
U000913,Apr,39000
U000913,Oct,42000
U000913,Dec,2000
U000914,Aug,2000
U000915,Apr,2000
U000915,Jun,3000
U000915,Oct,2000
U000915,Dec,3000
U000916,Feb,3000
U000916,Oct,40000
U000917,Mar,2000
U000919,Nov,2000
U000920,Mar,22000
U000921,Feb,117000
U000922,Jan,94000
U000922,Jul,100000
U000922,Nov,2000
U000923,Jul,105000
U000923,Sep,2000
U000924,Apr,47000
U000924,Sep,37000
U000925,Feb,99000
U000926,Jul,107000
U000927,Apr,21000
U000927,May,1000
U000927,Jul,20000
U000927,Oct,20000
U000928,Apr,2000
U000928,Aug,2000
U000929,Jan,100000
U000929,Jul,114000
U000930,Jan,85000
U000930,Apr,2000
U000930,Oct,3000
U000931,Jan,2000
U000931,Feb,12000
U000931,Mar,11000
U000931,Jun,12000
U000931,Dec,2000
U000932,Jan,11000
U000932,Feb,2000
U000932,Jun,1000
U000932,Jul,2000
U000933,Sep,1000
U000934,Apr,3000
U000934,Nov,22000
U000934,Dec,21000
U000935,Jan,106000
U000936,Oct,16000
U000936,Dec,20000
U000937,May,21000
U000937,Jul,2000
U000937,Sep,21000
U000937,Oct,2000
U000940,Nov,1000
U000941,Jan,111000
U000941,Mar,3000
U000941,Sep,2000
U000942,Feb,9000
U000942,Jul,10000
U000942,Sep,3000
U000942,Oct,9000
U000943,Apr,38000
U000943,Oct,40000
U000944,Mar,2000
U000944,Apr,2000
U000944,Sep,19000
U000944,Oct,22000
U000945,Jul,98000
U000946,Jun,21000
U000946,Sep,2000
U000947,Feb,2000
U000948,Jan,108000
U000948,Jul,85000
U000949,Jan,11000
U000949,Jun,2000
U000950,Apr,20000
U000950,Aug,19000
U000950,Oct,24000
U000951,Feb,3000
U000951,Apr,41000
U000952,May,2000
U000952,Sep,2000
U000953,Jan,99000
U000953,May,2000
U000953,Jul,102000
U000954,Jan,104000
U000954,Aug,2000
U000955,Feb,3000
U000955,Apr,2000
U000955,Nov,1000
U000956,Jan,2000
U000956,Mar,12000
U000957,May,1000
U000957,Nov,96000
U000958,Apr,11000
U000958,Aug,2000
U000959,Oct,38000
U000960,Mar,2000
U000960,Oct,43000
U000962,Dec,2000
U000963,Jul,2000
U000964,Oct,3000
U000965,Oct,2000
U000966,Mar,19000
U000967,May,1000
U000967,Aug,2000
U000967,Nov,20000
U000968,Apr,2000
U000968,Jul,2000
U000969,Oct,2000
U000971,Mar,37000
U000972,Jan,94000
U000972,Nov,3000
U000972,Dec,3000
U000974,May,20000
U000975,Jan,22000
U000975,Mar,20000
U000975,Nov,2000
U000976,Jan,97000
U000977,Jan,2000
U000977,Oct,44000
U000978,Jan,104000
U000978,Jul,103000
U000978,Nov,2000
U000980,Apr,41000
U000980,Sep,2000
U000980,Nov,2000
U000980,Dec,2000
U000981,Jan,97000
U000981,May,1000
U000982,Jan,2000
U000982,Feb,2000
U000982,Sep,22000
U000983,Jul,97000
U000984,Jun,1000
U000984,Jul,37000
U000985,Mar,11000
U000985,May,11000
U000986,Jun,10000
U000988,Mar,2000
U000988,May,2000
U000989,Dec,19000
U000990,Jan,107000
U000990,Jun,1000
U000991,Mar,21000
U000991,May,19000
U000991,Oct,3000
U000992,Aug,22000
U000993,Mar,22000
U000993,Sep,20000
U000993,Dec,1000
U000994,Jan,2000
U000994,May,22000
U000994,Nov,20000
U000995,Jan,2000
U000995,Apr,39000
U000996,Jan,23000
U000996,May,17000
U000996,Jul,21000
U000996,Sep,1000
U000996,Oct,19000
U000997,Nov,11000
U000998,Jan,106000
U000999,Feb,19000
U000999,Oct,2000
U000999,Nov,21000
U001000,Mar,36000
U001000,Apr,41000
U001000,Nov,2000
U001001,Jan,121000
U001001,Jul,108000
U001002,Feb,2000
U001002,Nov,2000
U001003,Jan,3000
U001003,Apr,39000
U001004,Aug,3000
U001004,Oct,40000
U001005,Jul,1000
U001006,Apr,36000
U001007,Jul,98000
U001007,Sep,2000
U001008,May,3000
U001008,Nov,2000
U001009,Mar,20000
U001009,Jul,17000
U001010,Aug,3000
U001010,Oct,2000
U001011,Jul,92000
U001011,Nov,3000
U001012,Mar,3000
U001012,Apr,40000
U001012,Oct,35000
U001012,Nov,1000
U001012,Dec,36000
U001013,Sep,1000
U001013,Oct,2000
U001014,Mar,2000
U001014,Apr,2000
U001014,Nov,18000
U001017,Oct,2000
U001018,Apr,2000
U001018,Jun,3000
U001019,Jan,10000
U001019,Apr,11000
U001019,May,10000
U001020,Oct,40000
U001021,Jan,96000
U001021,Nov,1000
U001021,Dec,1000
U001022,Sep,22000
U001023,Apr,42000
U001024,Feb,25000
U001024,Apr,1000
U001024,Nov,2000
U001025,Nov,2000
U001026,Jul,105000
U001027,Jan,20000
U001027,Aug,21000
U001028,Nov,21000
U001029,Jan,2000
U001029,Apr,3000
U001029,Jul,23000
U001029,Nov,19000
U001030,Jan,2000
U001030,May,1000
U001030,Jul,105000
U001032,Mar,22000
U001032,Jul,22000
U001033,Oct,43000
U001034,Jun,9000
U001035,Jan,105000
U001035,Jul,102000
U001036,Feb,17000
U001037,Apr,11000
U001037,Sep,10000
U001037,Oct,3000
U001038,Jul,113000
U001039,Jan,93000
U001039,Jul,90000
U001040,May,2000
U001040,Jul,9000
U001041,Apr,41000
U001042,Jan,19000
U001042,Jun,2000
U001042,Jul,17000
U001042,Dec,2000
U001043,Mar,2000
U001043,Jul,3000
U001043,Aug,3000
U001044,Jan,102000
U001045,Jul,93000
U001045,Sep,3000
U001046,Oct,44000
U001047,Mar,10000
U001047,Apr,10000
U001048,Sep,19000
U001049,Oct,47000
U001049,Nov,2000
U001051,Oct,20000
U001052,Mar,21000
U001052,Jun,1000
U001052,Oct,18000
U001054,Feb,2000
U001054,Jun,11000
U001054,Aug,3000
U001054,Dec,9000
U001055,Jan,2000
U001055,May,12000
U001055,Nov,2000
U001056,Mar,40000
U001056,Apr,44000
U001057,Jan,110000
U001057,Feb,2000
U001057,Jul,95000
U001058,Feb,1000
U001058,Mar,3000
U001058,Apr,2000
U001059,Mar,2000
U001059,Aug,1000
U001059,Oct,44000
U001060,Jun,1000
U001061,Jun,2000
U001061,Nov,2000
U001062,May,2000
U001063,Dec,1000
U001064,Jan,19000
U001065,Feb,1000
U001065,Apr,1000
U001066,Apr,40000
U001066,Oct,40000
U001067,Mar,11000
U001067,Sep,2000
U001068,Jun,39000
U001069,Apr,40000
U001069,Oct,38000
U001070,May,18000
U001070,Jul,23000
U001070,Sep,18000
U001070,Nov,28000
U001072,Jun,2000
U001072,Jul,82000
U001073,Jan,93000
U001073,May,2000
U001073,Jul,114000
U001074,Jan,90000
U001074,Jul,105000
U001075,Apr,44000
U001076,Jun,20000
U001076,Jul,18000
U001076,Sep,2000
U001079,May,8000
U001080,May,21000
U001082,Apr,43000
U001083,Mar,11000
U001083,Apr,2000
U001083,May,2000
U001085,Feb,1000
U001085,Apr,20000
U001086,Jan,2000
U001086,Jul,112000
U001087,Oct,9000
U001088,Jan,12000
U001088,Feb,10000
U001088,May,2000
U001091,Jan,93000
U001091,Jul,105000
U001092,Jan,20000
U001092,Aug,22000
U001093,Jul,2000
U001094,Nov,19000
U001095,Apr,20000
U001095,Oct,18000
U001096,Jun,1000
U001097,Feb,22000
U001098,Apr,2000
U001099,Jun,3000
U001099,Nov,17000
U001100,Jul,2000
U001101,Nov,2000
U001102,Jun,10000
U001103,May,2000
U001103,Jul,114000
U001103,Nov,3000
U001105,Mar,2000
U001105,Dec,3000
U001106,Oct,48000
U001107,Apr,3000
U001109,Jun,2000
U001109,Jul,2000
U001110,Aug,2000
U001111,May,2000
U001112,Apr,2000
U001112,Sep,2000
U001112,Oct,11000
U001113,Sep,2000
U001114,Feb,19000
U001114,Jun,2000
U001114,Aug,20000
U001114,Dec,2000
U001117,Apr,41000
U001121,Oct,46000
U001122,Feb,2000
U001122,Apr,2000
U001122,May,1000
U001122,Nov,2000
U001123,Aug,2000
U001124,Mar,3000
U001124,Aug,2000
U001125,Jan,2000
U001125,Feb,9000
U001125,Oct,11000
U001126,Mar,18000
U001126,Oct,1000
U001126,Dec,18000
U001127,Jun,20000
U001127,Jul,3000
U001127,Nov,2000
U001128,Apr,34000
U001128,Jun,3000
U001129,Feb,1000
U001130,Jun,1000
U001131,Apr,40000
U001131,Jul,2000
U001132,Feb,3000
U001132,Jun,3000
U001132,Jul,112000
U001133,Jan,78000
U001133,Jul,92000
U001134,Feb,2000
U001134,Jul,2000
U001136,Jan,2000
U001137,Apr,22000
U001139,Feb,3000
U001139,Mar,11000
U001139,Jul,10000
U001140,Jan,91000
U001140,Jul,95000
U001142,Jun,10000
U001142,Sep,11000
U001143,Apr,45000
U001143,Oct,35000
U001144,Apr,2000
U001144,May,3000
U001144,Jun,11000
U001144,Dec,10000
U001145,Jan,109000
U001145,Jun,107000
U001146,Feb,2000
U001146,Jun,1000
U001146,Oct,44000
U001146,Dec,2000
U001147,Apr,10000
U001147,Sep,2000
U001148,Apr,10000
U001148,Aug,11000
U001148,Nov,11000
U001149,Oct,41000
U001150,Jan,10000
U001150,Aug,2000
U001150,Dec,3000
U001151,Apr,30000
U001151,May,2000
U001151,Oct,1000
U001152,Feb,20000
U001152,Jul,2000
U001152,Sep,3000
U001153,Apr,30000
U001153,Oct,44000
U001154,May,2000
U001154,Nov,1000
U001155,Mar,2000
U001155,Nov,18000
U001156,Jan,98000
U001156,Sep,2000
U001156,Oct,2000
U001157,Jan,2000
U001157,May,2000
U001157,Jul,18000
U001158,Feb,21000
U001158,Dec,20000
U001159,Mar,3000
U001159,Jun,11000
U001159,Sep,10000
U001160,May,20000
U001160,Jun,16000
U001160,Nov,3000
U001161,Apr,36000
U001161,Sep,2000
U001162,Nov,2000
U001163,Jun,23000
U001163,Oct,1000
U001164,Oct,18000
U001165,Feb,9000
U001165,May,2000
U001166,Apr,22000
U001167,Aug,2000
U001169,Jul,112000
U001170,Aug,20000
U001170,Dec,18000
U001171,Jan,10000
U001171,Apr,2000
U001171,Jul,1000
U001171,Oct,2000
U001172,Feb,2000
U001172,Dec,10000
U001175,Nov,3000
U001176,Oct,2000
U001177,Jan,104000
U001177,Apr,2000
U001177,Jul,107000
U001178,Jan,2000
U001178,Oct,10000
U001179,Jan,2000
U001179,Mar,11000
U001179,Nov,3000
U001180,Jan,2000
U001180,Oct,2000
U001181,Apr,46000
U001181,Jul,2000
U001181,Sep,3000
U001181,Oct,34000
U001182,May,11000
U001183,Feb,2000
U001183,Jun,22000
U001184,Feb,3000
U001184,Mar,2000
U001184,May,2000
U001184,Jul,103000
U001185,Jul,4000
U001187,Apr,43000
U001187,Oct,2000
U001188,May,2000
U001189,May,21000
U001189,Nov,2000
U001190,Mar,1000
U001190,Sep,11000
U001190,Dec,10000
U001191,Feb,10000
U001191,May,10000
U001192,Mar,2000
U001193,Feb,2000
U001193,Apr,40000
U001193,Oct,45000
U001193,Nov,3000
U001194,Oct,21000
U001195,Oct,19000
U001196,Oct,2000
U001197,Sep,2000
U001197,Oct,11000
U001197,Nov,10000
U001199,Jan,11000
U001199,Nov,2000
U001200,May,1000
U001200,Jun,2000
U001201,Feb,2000
U001201,Apr,38000
U001201,Sep,2000
U001202,Mar,12000
U001202,Aug,11000
U001202,Sep,9000
U001203,May,1000
U001203,Sep,2000
U001203,Oct,40000
U001204,Jun,2000
U001204,Jul,101000
U001205,Dec,2000
U001206,Jul,20000
U001207,Jul,2000
U001207,Dec,97000
U001208,Jun,2000
U001208,Jul,2000
U001208,Aug,2000
U001209,Apr,37000
U001209,Oct,2000
U001210,Feb,47000
U001210,Aug,2000
U001211,Mar,9000
U001211,Dec,10000
U001212,Jan,18000
U001212,Apr,3000
U001212,May,1000
U001213,Aug,1000
U001213,Nov,1000
U001213,Dec,2000
U001214,Apr,42000
U001214,Jul,2000
U001214,Oct,2000
U001215,Jul,117000
U001216,Jun,2000
U001216,Oct,43000
U001216,Nov,2000
U001217,Jan,2000
U001217,Feb,2000
U001217,Apr,2000
U001218,Jul,2000
U001219,Apr,20000
U001220,Jul,2000
U001220,Nov,3000
U001220,Dec,2000
U001221,Sep,2000
U001222,Jan,98000
U001222,Apr,2000
U001222,May,2000
U001222,Jul,104000
U001222,Oct,2000
U001222,Dec,94000
U001223,Aug,10000
U001223,Nov,2000
U001224,Feb,9000
U001224,Mar,11000
U001225,Jan,97000
U001225,Jul,112000
U001226,Mar,1000
U001227,Feb,1000
U001227,Oct,2000
U001228,Apr,20000
U001228,Jul,2000
U001228,Aug,2000
U001229,May,2000
U001229,Dec,9000
U001230,Sep,11000
U001232,Aug,19000
U001232,Nov,19000
U001233,Jul,2000
U001234,Mar,2000
U001235,Aug,3000
U001236,Aug,2000
U001237,Mar,12000
U001238,Jan,87000
U001238,Jul,110000
U001238,Aug,102000
U001238,Sep,3000
U001239,Apr,49000
U001239,Oct,50000
U001240,Mar,10000
U001240,Oct,3000
U001241,Apr,46000
U001241,Aug,2000
U001242,Jan,22000
U001242,Feb,3000
U001242,Jun,16000
U001242,Sep,22000
U001243,Mar,2000
U001243,Apr,11000
U001243,Oct,2000
U001243,Dec,1000
U001244,Jul,3000
U001244,Sep,11000
U001245,Jun,20000
U001245,Jul,20000
U001245,Sep,2000
U001245,Dec,22000
U001246,Apr,34000
U001246,Nov,3000
U001247,Feb,10000
U001248,Jan,102000
U001248,Jul,109000
U001248,Sep,2000
U001250,Apr,9000
U001250,May,10000
U001252,Mar,2000
U001252,Jun,2000
U001252,Oct,38000
U001252,Dec,2000
U001253,Mar,12000
U001253,May,1000
U001253,Oct,9000
U001253,Dec,2000
U001254,Mar,10000
U001254,Jul,11000
U001254,Sep,7000
U001255,Jan,2000
U001255,May,1000
U001255,Dec,3000
U001257,Oct,49000
U001258,May,2000
U001258,Sep,2000
U001259,Oct,46000
U001259,Dec,2000
U001260,Mar,2000
U001261,Dec,96000
U001262,Mar,20000
U001263,Apr,9000
U001263,Nov,10000
U001264,Feb,1000
U001264,Apr,46000
U001264,Oct,37000
U001265,Feb,2000
U001266,May,3000
U001266,Aug,1000
U001266,Oct,44000
U001267,Jan,2000
U001267,Jun,20000
U001267,Jul,2000
U001268,Sep,3000
U001272,Nov,3000
U001273,Feb,2000
U001273,Aug,1000
U001273,Oct,1000
U001274,Jan,111000
U001274,Jul,101000
U001274,Dec,2000
U001275,Mar,2000
U001275,Apr,9000
U001275,Dec,2000
U001276,Mar,2000
U001277,Jan,1000
U001277,Feb,2000
U001277,Mar,20000
U001278,Jan,88000
U001278,Feb,2000
U001279,Mar,2000
U001279,Apr,36000
U001279,Aug,1000
U001279,Sep,46000
U001279,Oct,46000
U001280,Aug,3000
U001282,Nov,2000
U001283,Jan,100000
U001284,Apr,38000
U001284,May,2000
U001285,Jan,19000
U001285,Mar,3000
U001285,Jul,22000
U001285,Dec,23000
U001286,Feb,3000
U001286,Jul,21000
U001286,Dec,21000
U001287,Jan,102000
U001287,Feb,2000
U001287,Jun,1000
U001287,Aug,3000
U001287,Sep,2000
U001288,Jan,1000
U001288,Feb,97000
U001288,Jul,92000
U001289,Jul,80000
U001289,Aug,1000
U001290,Jan,105000
U001290,Jul,89000
U001291,Jan,11000
U001291,Sep,2000
U001292,Jan,97000
U001292,Oct,2000
U001292,Dec,2000
U001293,Oct,43000
U001294,May,2000
U001294,Jul,77000
U001295,Apr,19000
U001295,Aug,1000
U001295,Nov,16000
U001295,Dec,21000
U001296,Apr,17000
U001296,Jul,2000
U001298,May,49000
U001298,Jul,1000
U001298,Oct,35000
U001299,Mar,1000
U001299,May,2000
U001299,Sep,2000
U001299,Oct,35000
U001300,Feb,25000
U001300,Apr,2000
U001301,Apr,2000
U001301,Jul,47000
U001301,Aug,1000
U001301,Oct,38000
U001302,Jan,95000
U001302,Jul,106000
U001303,Feb,2000
U001303,Oct,40000
U001304,Apr,35000
U001306,Jan,2000
U001306,Apr,2000
U001306,Jul,104000
U001307,Dec,2000
U001308,Oct,41000
U001309,Apr,43000
U001309,Jun,2000
U001310,Apr,2000
U001310,Jun,11000
U001310,Oct,9000
U001311,Jan,108000
U001311,Dec,90000
U001312,May,3000
U001312,Oct,2000
U001313,Jul,92000
U001314,May,11000
U001314,Oct,9000
U001315,May,2000
U001316,May,20000
U001316,Jun,23000
U001316,Oct,2000
U001317,Mar,2000
U001317,Sep,3000
U001319,Sep,2000
U001319,Nov,2000
U001321,Jan,10000
U001321,Mar,11000
U001321,Jul,9000
U001321,Sep,2000
U001322,Jul,2000
U001323,Dec,98000
U001325,Nov,34000
U001326,Jan,23000
U001326,Aug,17000
U001327,Jan,110000
U001327,Feb,3000
U001327,Jun,2000
U001327,Jul,112000
U001328,Jan,9000
U001328,Oct,11000
U001329,Apr,41000
U001329,Oct,40000
U001329,Nov,2000
U001330,Aug,2000
U001330,Nov,20000
U001331,Feb,97000
U001332,Oct,43000
U001333,Mar,1000
U001333,May,20000
U001333,Jun,21000
U001333,Oct,20000
U001335,Dec,1000
U001336,May,21000
U001336,Oct,2000
U001338,Feb,3000
U001338,May,2000
U001338,Sep,2000
U001339,Feb,52000
U001340,Jan,3000
U001340,Aug,2000
U001340,Dec,7000
U001341,Jun,9000
U001341,Oct,10000
U001341,Nov,13000
U001342,Sep,3000
U001343,Jan,2000
U001343,Apr,2000
U001343,Jul,2000
U001343,Nov,2000
U001344,Jan,2000
U001344,Oct,43000
U001344,Dec,2000
U001345,Jan,10000
U001345,Jul,10000
U001345,Dec,10000
U001346,Apr,2000
U001346,Dec,3000
U001347,Jan,105000
U001347,Apr,1000
U001347,Aug,1000
U001348,Apr,3000
U001348,Jun,2000
U001349,Dec,1000
U001350,Jan,101000
U001350,Jun,2000
U001350,Jul,106000
U001350,Oct,2000
U001351,Jul,2000
U001351,Oct,36000
U001353,Apr,50000
U001354,Apr,3000
U001354,May,113000
U001354,Jul,76000
U001355,Oct,2000
U001356,Feb,2000
U001357,Jan,42000
U001357,Apr,39000
U001357,May,1000
U001358,Jan,1000
U001358,Apr,38000
U001358,Oct,48000
U001358,Dec,41000
U001359,Feb,10000
U001359,Mar,11000
U001359,May,8000
U001359,Jun,3000
U001359,Nov,11000
U001361,Jan,23000
U001361,Apr,3000
U001361,Aug,16000
U001361,Oct,19000
U001362,Apr,44000
U001362,Jul,2000
U001363,Dec,1000
U001364,Apr,24000
U001364,Sep,19000
U001365,Sep,23000
U001365,Nov,22000
U001366,Apr,2000
U001366,Oct,45000
U001367,Oct,24000
U001367,Nov,20000
U001368,Oct,3000
U001369,Apr,41000
U001369,Aug,2000
U001370,Apr,40000
U001370,Oct,33000
U001371,Apr,10000
U001371,Jun,10000
U001371,Aug,15000
U001371,Dec,10000
U001373,Oct,1000
U001374,Jun,1000
U001374,Aug,38000
U001375,Jan,104000
U001375,Mar,2000
U001375,Jul,2000
U001375,Sep,2000
U001375,Nov,2000
U001376,Apr,43000
U001376,Sep,2000
U001377,Oct,44000
U001378,Jun,23000
