Transact-ID,UserID,MainItem,Price
T00002608,U008289,GOODS-L,980
T00002609,U004777,FASHION-L,23070
T00002610,U008824,FASHION-L,26100
T00002611,U007926,FASHION-L,2690
T00002612,U008405,GOODS-L,1030
T00002613,U008201,FASHION-L,2830
T00002614,U006619,FASHION-L,26130
T00002615,U001407,GOODS-L,19020
T00002616,U005255,FASHION-L,4820
T00002617,U008230,GOODS-L,21170
T00002618,U003294,GOODS-L,950
T00002619,U009851,GOODS-L,940
T00002620,U001724,FASHION-L,3190
T00002621,U001898,GOODS-L,20870
T00002622,U001647,GOODS-L,930
T00002623,U001830,FASHION-L,2470
T00002624,U001071,FASHION-L,3500
T00002625,U004745,GOODS-L,1100
T00002626,U000489,FASHION-L,17120
T00002627,U008167,GOODS-L,1260
T00002628,U005773,FASHION-L,2570
T00002629,U004223,GOODS-L,1020
T00002630,U004986,FASHION-L,2910
T00002631,U006335,FASHION-L,24210
T00002632,U005444,FASHION-H,78490
T00002633,U005744,FASHION-L,4750
T00002634,U001460,GOODS-H,88630
T00002635,U007988,FASHION-H,28580
T00002636,U009398,FASHION-L,2570
T00002637,U008586,FASHION-L,18310
T00002638,U008154,FASHION-H,19760
T00002639,U006895,FASHION-L,3050
T00002640,U005581,FASHION-L,17570
T00002641,U008642,FASHION-L,13020
T00002642,U000706,FASHION-L,2580
T00002643,U004399,FASHION-L,19230
T00002644,U005140,GOODS-L,1040
T00002645,U008590,GOODS-L,19400
T00002646,U004596,FASHION-L,3850
T00002647,U008008,GOODS-L,1100
T00002648,U009032,FASHION-L,3260
T00002649,U002314,FASHION-L,19620
T00002650,U001314,FASHION-H,28050
T00002651,U002619,FASHION-H,61820
T00002652,U009948,FASHION-L,3200
T00002653,U006442,FASHION-L,19400
T00002654,U000725,FASHION-L,15330
T00002655,U000079,FASHION-L,2520
T00002656,U009385,FASHION-L,2820
T00002657,U009046,FASHION-L,3260
T00002658,U002727,GOODS-L,20000
T00002659,U008093,FASHION-L,2390
T00002660,U003760,GOODS-L,1090
T00002661,U008005,FASHION-L,3590
T00002662,U001456,GOODS-L,750
T00002663,U004467,GOODS-L,19850
T00002664,U002419,FASHION-L,2910
T00002665,U009219,GOODS-L,1090
T00002666,U001554,FASHION-L,19290
T00002667,U000513,FASHION-L,26630
T00002668,U002269,FASHION-L,25480
T00002669,U008041,GOODS-L,20230
T00002670,U006911,GOODS-L,940
T00002671,U008947,GOODS-H,93210
T00002672,U005829,GOODS-L,20040
T00002673,U003766,FASHION-L,25180
T00002674,U000475,FASHION-L,20470
T00002675,U001125,FASHION-L,2810
T00002676,U007221,GOODS-L,20020
T00002677,U006814,GOODS-H,154820
T00002678,U009064,GOODS-L,980
T00002679,U003271,GOODS-L,860
T00002680,U004963,GOODS-L,1100
T00002681,U002588,FASHION-H,24620
T00002682,U004835,FASHION-L,23820
T00002683,U007033,GOODS-L,1400
T00002684,U002771,GOODS-L,19970
T00002685,U000101,FASHION-H,16450
T00002686,U005779,GOODS-L,1090
T00002687,U004903,FASHION-L,18740
T00002688,U002046,FASHION-H,57860
T00002689,U005448,FASHION-L,16670
T00002690,U006028,FASHION-L,16420
T00002691,U005079,FASHION-L,18900
T00002692,U000662,GOODS-L,1070
T00002693,U004204,FASHION-H,25590
T00002694,U003861,FASHION-L,3680
T00002695,U003270,FASHION-H,53330
T00002696,U000209,FASHION-L,2360
T00002697,U004830,FASHION-L,2610
T00002698,U007907,FASHION-L,2770
T00002699,U006266,FASHION-L,13730
T00002700,U009929,FASHION-L,3670
T00002701,U005048,FASHION-L,3680
T00002702,U002412,FASHION-L,18990
T00002703,U007072,GOODS-L,20420
T00002704,U003796,FASHION-L,2830
T00002705,U000315,GOODS-L,20480
T00002706,U006668,FASHION-L,15420
T00002707,U010194,GOODS-L,1000
T00002708,U004993,FASHION-L,18800
T00002709,U001050,FASHION-L,3810
T00002710,U002988,FASHION-L,19320
T00002711,U005464,GOODS-L,20040
T00002712,U002434,FASHION-L,2260
T00002713,U005555,GOODS-L,20400
T00002714,U001358,FASHION-H,20670
T00002715,U008395,FASHION-H,83260
T00002716,U009753,FASHION-L,2870
T00002717,U009809,GOODS-L,520
T00002718,U007933,GOODS-L,19750
T00002719,U005006,FASHION-L,23890
T00002720,U000518,FASHION-L,2450
T00002721,U003060,FASHION-L,2010
T00002722,U006587,FASHION-L,3980
T00002723,U002732,GOODS-H,345820
T00002724,U004172,FASHION-L,1780
T00002725,U000985,FASHION-L,13430
T00002726,U010169,FASHION-L,2790
T00002727,U003351,FASHION-L,2830
T00002728,U003679,FASHION-L,3240
T00002729,U009679,FASHION-H,78770
T00002730,U009120,GOODS-L,830
T00002731,U003694,GOODS-L,970
T00002732,U007511,FASHION-L,3810
T00002733,U002941,FASHION-L,3070
T00002734,U008567,GOODS-L,19710
T00002735,U007433,FASHION-H,18500
T00002736,U004534,FASHION-L,2000
T00002737,U000454,FASHION-L,18940
T00002738,U009287,GOODS-L,1240
T00002739,U000509,FASHION-H,65480
T00002740,U002692,FASHION-L,2270
T00002741,U002766,GOODS-L,19600
T00002742,U008121,GOODS-L,20220
T00002743,U009248,GOODS-L,1130
T00002744,U002954,GOODS-L,20600
T00002745,U008046,FASHION-L,3390
T00002746,U007631,FASHION-L,3360
T00002747,U004443,FASHION-L,4030
T00002748,U006128,FASHION-L,16820
T00002749,U003240,FASHION-H,23060
T00002750,U006481,FASHION-L,2730
T00002751,U005809,GOODS-L,19580
T00002752,U001620,FASHION-L,3850
T00002753,U003689,GOODS-L,1060
T00002754,U003865,GOODS-L,19310
T00002755,U006838,GOODS-L,21070
T00002756,U002944,GOODS-L,680
T00002757,U001636,FASHION-L,1920
T00002758,U002746,FASHION-L,10980
T00002759,U008724,FASHION-L,2900
T00002760,U008373,GOODS-L,20280
T00002761,U003651,FASHION-H,68380
T00002762,U004865,FASHION-L,2720
T00002763,U003867,FASHION-L,16290
T00002764,U000478,GOODS-L,990
T00002765,U004097,FASHION-L,23460
T00002766,U004087,FASHION-L,26200
T00002767,U004710,FASHION-L,3320
T00002768,U004139,FASHION-L,1850
T00002769,U000218,FASHION-L,1270
T00002770,U000995,FASHION-L,2660
T00002771,U007779,GOODS-L,700
T00002772,U008633,FASHION-L,4090
T00002773,U002419,GOODS-L,1080
T00002774,U004122,GOODS-L,20130
T00002775,U002433,FASHION-L,24790
T00002776,U004527,FASHION-L,16970
T00002777,U007750,FASHION-L,2430
T00002778,U006946,GOODS-L,900
T00002779,U006418,GOODS-L,20200
T00002780,U002161,FASHION-L,1970
T00002781,U005563,FASHION-L,2940
T00002782,U004052,GOODS-L,1050
T00002783,U005968,FASHION-L,4010
T00002784,U004601,FASHION-L,3580
T00002785,U000500,FASHION-L,23800
T00002786,U001041,FASHION-H,18420
T00002787,U009884,FASHION-L,2750
T00002788,U006007,FASHION-L,18620
T00002789,U007890,FASHION-L,2490
T00002790,U005266,FASHION-L,14320
T00002791,U003257,FASHION-H,18840
T00002792,U009333,FASHION-L,19170
T00002793,U003758,FASHION-L,21490
T00002794,U004223,FASHION-L,3490
T00002795,U002429,FASHION-H,25530
T00002796,U007042,GOODS-L,1180
T00002797,U000958,FASHION-L,3720
T00002798,U001834,FASHION-L,2650
T00002799,U007626,FASHION-L,28050
T00002800,U005329,FASHION-L,2180
T00002801,U002956,FASHION-L,2900
T00002802,U000710,FASHION-L,2610
T00002803,U001459,FASHION-L,2030
T00002804,U009352,FASHION-L,16220
T00002805,U005863,FASHION-L,3010
T00002806,U001848,FASHION-L,6450
T00002807,U007791,GOODS-L,940
T00002808,U003971,GOODS-L,1150
T00002809,U004109,FASHION-L,3460
T00002810,U001155,GOODS-L,910
T00002811,U001264,FASHION-H,11310
T00002812,U003354,GOODS-L,1290
T00002813,U004381,FASHION-H,62830
T00002814,U005416,FASHION-L,3960
T00002815,U004812,FASHION-L,4360
T00002816,U006504,FASHION-L,26050
T00002817,U004869,GOODS-L,840
T00002818,U000990,GOODS-H,89230
T00002819,U003341,FASHION-L,4100
T00002820,U002637,GOODS-L,20190
T00002821,U006212,FASHION-L,22310
T00002822,U006417,FASHION-L,17970
T00002823,U009490,GOODS-L,850
T00002824,U005330,FASHION-L,18580
T00002825,U005741,GOODS-L,760
T00002826,U005422,GOODS-H,135810
T00002827,U007299,FASHION-L,15020
T00002828,U000777,FASHION-L,23470
T00002829,U001399,GOODS-L,1350
T00002830,U009403,FASHION-H,65100
T00002831,U010004,FASHION-L,16580
T00002832,U009145,GOODS-L,760
T00002833,U002373,FASHION-H,84050
T00002834,U005890,FASHION-H,83830
T00002835,U008346,FASHION-L,21450
T00002836,U009691,FASHION-L,3110
T00002837,U006348,FASHION-H,16450
T00002838,U004449,FASHION-L,3900
T00002839,U002207,GOODS-L,19630
T00002840,U009498,GOODS-L,19650
T00002841,U004144,GOODS-L,1290
T00002842,U000184,GOODS-H,113630
T00002843,U000166,GOODS-L,19950
T00002844,U000621,FASHION-L,4240
T00002845,U008317,FASHION-L,2560
T00002846,U004366,FASHION-L,2430
T00002847,U007286,FASHION-L,2750
T00002848,U005511,GOODS-H,123390
T00002849,U006146,FASHION-L,1600
T00002850,U003715,GOODS-L,830
T00002851,U001428,FASHION-L,2300
T00002852,U003583,GOODS-L,20810
T00002853,U005476,FASHION-L,15030
T00002854,U007001,GOODS-L,18930
T00002855,U004042,FASHION-L,23530
T00002856,U009909,FASHION-L,2750
T00002857,U001155,GOODS-L,20030
T00002858,U007392,FASHION-L,12640
T00002859,U000569,FASHION-L,2770
T00002860,U004590,FASHION-L,17900
T00002861,U001256,GOODS-H,236120
T00002862,U009037,GOODS-L,19950
T00002863,U006372,FASHION-L,3860
T00002864,U002537,GOODS-L,20280
T00002865,U007168,GOODS-L,520
T00002866,U008106,FASHION-L,3050
T00002867,U000934,FASHION-L,28360
T00002868,U000239,FASHION-L,23050
T00002869,U004787,FASHION-H,64600
T00002870,U002933,GOODS-L,950
T00002871,U003425,FASHION-L,13950
T00002872,U000693,GOODS-L,1280
T00002873,U000059,FASHION-H,68460
T00002874,U006085,FASHION-L,18020
T00002875,U008156,FASHION-L,15990
T00002876,U006811,FASHION-L,2500
T00002877,U001952,FASHION-L,2650
T00002878,U002577,FASHION-L,3670
T00002879,U008996,FASHION-L,25200
T00002880,U002029,FASHION-L,2390
T00002881,U007445,FASHION-L,14380
T00002882,U009824,GOODS-L,960
T00002883,U001537,FASHION-L,1750
T00002884,U002830,FASHION-H,62080
T00002885,U004170,FASHION-L,22460
T00002886,U001195,FASHION-L,2980
T00002887,U003958,FASHION-L,2200
T00002888,U001979,GOODS-L,890
T00002889,U000858,GOODS-L,900
T00002890,U002228,FASHION-L,3280
T00002891,U000568,GOODS-L,20030
T00002892,U003426,FASHION-L,21820
T00002893,U007304,FASHION-L,2280
T00002894,U002546,FASHION-H,16730
T00002895,U004364,FASHION-L,2330
T00002896,U004083,FASHION-L,22390
T00002897,U004005,FASHION-L,2850
T00002898,U005033,FASHION-L,2990
T00002899,U000828,GOODS-L,800
T00002900,U004514,FASHION-H,23360
T00002901,U001835,FASHION-L,2740
T00002902,U004354,FASHION-H,82330
T00002903,U006588,FASHION-L,16000
T00002904,U000295,GOODS-L,1030
T00002905,U007527,FASHION-L,3020
T00002906,U003026,FASHION-L,2150
T00002907,U006955,GOODS-L,500
T00002908,U001286,GOODS-L,1020
T00002909,U007740,FASHION-L,20620
T00002910,U009762,FASHION-L,3410
T00002911,U007618,FASHION-L,18370
T00002912,U000447,FASHION-L,2370
T00002913,U009327,FASHION-L,3510
T00002914,U008182,FASHION-L,3060
T00002915,U007272,FASHION-L,3090
T00002916,U002011,FASHION-L,2140
T00002917,U007074,GOODS-L,1150
T00002918,U003745,FASHION-H,78210
T00002919,U007820,FASHION-H,114720
T00002920,U005770,FASHION-L,19610
T00002921,U001724,FASHION-L,8680
T00002922,U006653,FASHION-L,22440
T00002923,U004451,GOODS-L,20340
T00002924,U009046,FASHION-L,4180
T00002925,U002104,FASHION-L,3880
T00002926,U005768,GOODS-L,21000
T00002927,U009879,FASHION-H,54610
T00002928,U002826,GOODS-L,1270
T00002929,U004037,GOODS-L,1090
T00002930,U000298,GOODS-L,20310
T00002931,U005725,GOODS-L,19720
T00002932,U008693,GOODS-L,19770
T00002933,U000624,FASHION-L,32330
T00002934,U010043,FASHION-L,20730
T00002935,U001784,FASHION-L,19770
T00002936,U005159,FASHION-H,54270
T00002937,U006203,FASHION-L,17140
T00002938,U005031,FASHION-L,3010
T00002939,U010196,GOODS-L,1140
T00002940,U002138,GOODS-L,820
T00002941,U007296,FASHION-L,2000
T00002942,U007126,FASHION-L,2870
T00002943,U001717,FASHION-L,2510
T00002944,U004814,GOODS-L,1180
T00002945,U004370,FASHION-L,3090
T00002946,U010126,FASHION-L,4540
T00002947,U006553,FASHION-H,47130
T00002948,U006800,GOODS-L,19040
T00002949,U007869,GOODS-L,1230
T00002950,U002024,FASHION-L,2230
T00002951,U002177,FASHION-L,15800
T00002952,U005656,FASHION-H,91450
T00002953,U000685,GOODS-L,770
T00002954,U007832,GOODS-L,20080
T00002955,U005908,FASHION-L,3370
T00002956,U000543,GOODS-L,770
T00002957,U005452,GOODS-L,1160
T00002958,U000200,FASHION-L,3150
T00002959,U001954,FASHION-L,3790
T00002960,U000429,GOODS-L,20620
T00002961,U001670,FASHION-H,17150
T00002962,U002008,FASHION-L,2330
T00002963,U005233,FASHION-L,3060
T00002964,U000995,FASHION-L,25330
T00002965,U001266,GOODS-L,20310
T00002966,U001393,FASHION-H,59340
T00002967,U009061,FASHION-H,73970
T00002968,U002533,FASHION-L,20770
T00002969,U005939,FASHION-L,23510
T00002970,U001302,FASHION-L,2400
T00002971,U002412,FASHION-H,18410
T00002972,U003988,FASHION-H,76380
T00002973,U002312,GOODS-L,20580
T00002974,U002056,GOODS-L,18610
T00002975,U010128,FASHION-L,19110
T00002976,U006254,GOODS-L,800
T00002977,U004649,FASHION-L,1680
T00002978,U006341,FASHION-L,2150
T00002979,U008412,FASHION-H,16580
T00002980,U000441,FASHION-L,3960
T00002981,U007889,FASHION-L,26040
T00002982,U004765,GOODS-L,830
T00002983,U002109,GOODS-L,990
T00002984,U005561,GOODS-L,580
T00002985,U002052,FASHION-L,3030
T00002986,U005247,GOODS-L,20190
T00002987,U000199,GOODS-L,18960
T00002988,U005696,GOODS-L,20770
T00002989,U001001,FASHION-H,98620
T00002990,U007803,GOODS-L,1250
T00002991,U005632,FASHION-L,2360
T00002992,U000372,FASHION-L,15770
T00002993,U008333,FASHION-H,26290
T00002994,U002623,GOODS-L,19830
T00002995,U003007,GOODS-L,1030
T00002996,U010231,FASHION-L,24800
T00002997,U001973,FASHION-H,62900
T00002998,U004574,FASHION-H,27210
T00002999,U005860,FASHION-H,27500
T00003000,U006680,FASHION-L,3440
T00003001,U007679,GOODS-L,1050
T00003002,U002852,FASHION-L,1720
T00003003,U009472,GOODS-L,850
T00003004,U000197,GOODS-L,1060
T00003005,U002177,GOODS-L,980
T00003006,U008302,FASHION-L,4270
T00003007,U003143,FASHION-L,3380
T00003008,U006574,FASHION-L,4890
T00003009,U005596,GOODS-H,351880
T00003010,U007117,FASHION-H,16340
T00003011,U008007,FASHION-L,2470
T00003012,U003907,GOODS-L,19340
T00003013,U000361,GOODS-L,1120
T00003014,U001131,FASHION-L,9790
T00003015,U008483,GOODS-L,20180
T00003016,U003012,FASHION-L,4650
T00003017,U004935,GOODS-L,20230
T00003018,U009179,FASHION-L,1950
T00003019,U008633,GOODS-L,20340
T00003020,U010191,GOODS-L,900
T00003021,U005389,GOODS-L,19960
T00003022,U006340,GOODS-L,20430
T00003023,U002173,FASHION-H,26210
T00003024,U001850,FASHION-L,3020
T00003025,U003693,FASHION-L,22180
T00003026,U001233,FASHION-H,19990
T00003027,U003629,FASHION-L,3050
T00003028,U007653,GOODS-L,700
T00003029,U007821,FASHION-L,990
T00003030,U004725,GOODS-L,1460
T00003031,U006826,FASHION-L,23190
T00003032,U004717,GOODS-L,1010
T00003033,U001124,FASHION-L,18560
T00003034,U005062,FASHION-H,101290
T00003035,U008009,FASHION-H,56300
T00003036,U003642,FASHION-L,3380
T00003037,U001971,FASHION-L,15820
T00003038,U000536,FASHION-L,3830
T00003039,U005173,GOODS-L,1200
T00003040,U005544,GOODS-L,20560
T00003041,U006307,FASHION-L,3080
T00003042,U003342,FASHION-L,4180
T00003043,U005751,GOODS-H,185790
T00003044,U004675,FASHION-L,2520
T00003045,U006298,GOODS-L,1220
T00003046,U000656,FASHION-L,18870
T00003047,U007398,FASHION-L,3650
T00003048,U001532,FASHION-H,82910
T00003049,U000841,FASHION-L,3530
T00003050,U008532,GOODS-L,1060
T00003051,U006506,FASHION-L,22150
T00003052,U006223,FASHION-L,2720
T00003053,U002194,GOODS-L,19560
T00003054,U003306,FASHION-L,2250
T00003055,U000670,FASHION-L,3440
T00003056,U005754,GOODS-L,1230
T00003057,U008296,FASHION-L,1040
T00003058,U009031,FASHION-L,3560
T00003059,U001889,FASHION-H,24460
T00003060,U004757,FASHION-L,3680
T00003061,U005069,FASHION-L,3250
T00003062,U003027,FASHION-H,54610
T00003063,U007156,FASHION-H,87170
T00003064,U004541,GOODS-L,19550
T00003065,U003594,FASHION-L,20100
T00003066,U006267,GOODS-H,103100
T00003067,U006964,FASHION-L,2810
T00003068,U000135,GOODS-L,20580
T00003069,U002403,FASHION-L,4610
T00003070,U000366,FASHION-L,16460
T00003071,U006074,FASHION-L,2380
T00003072,U006686,FASHION-L,23810
T00003073,U007721,GOODS-L,19380
T00003074,U007165,GOODS-L,910
T00003075,U008180,FASHION-L,19350
T00003076,U004550,FASHION-L,4080
T00003077,U003457,FASHION-L,4410
T00003078,U008042,GOODS-L,1130
T00003079,U007564,GOODS-L,19790
T00003080,U007889,FASHION-L,2550
T00003081,U002999,FASHION-L,4400
T00003082,U009710,GOODS-L,20630
T00003083,U007144,GOODS-L,19570
T00003084,U001658,FASHION-L,15800
T00003085,U003053,GOODS-L,20330
T00003086,U006999,FASHION-L,3190
T00003087,U006610,FASHION-H,78120
T00003088,U005933,FASHION-L,3150
T00003089,U009079,FASHION-L,2170
T00003090,U008695,FASHION-L,3400
T00003091,U004587,FASHION-L,3140
T00003092,U002174,FASHION-L,3500
T00003093,U001821,GOODS-L,850
T00003094,U005231,GOODS-L,20360
T00003095,U005748,GOODS-L,1160
T00003096,U010067,GOODS-L,1070
T00003097,U004567,FASHION-L,2390
T00003098,U010070,FASHION-L,1900
T00003099,U002386,FASHION-L,31880
T00003100,U005136,GOODS-L,20380
T00003101,U008383,FASHION-H,16830
T00003102,U005794,FASHION-L,1590
T00003103,U004104,FASHION-L,18670
T00003104,U004019,FASHION-L,27360
T00003105,U000652,FASHION-L,16980
T00003106,U005385,FASHION-L,3920
T00003107,U002129,GOODS-L,19830
T00003108,U003648,FASHION-L,2610
T00003109,U000624,FASHION-L,2210
T00003110,U007857,GOODS-H,110800
T00003111,U002969,GOODS-L,810
T00003112,U009402,FASHION-L,3950
T00003113,U001413,FASHION-L,22080
T00003114,U009761,FASHION-H,19050
T00003115,U006543,FASHION-L,14590
T00003116,U006181,GOODS-L,20600
T00003117,U008492,FASHION-H,18400
T00003118,U005709,GOODS-L,1050
T00003119,U007481,FASHION-H,14540
T00003120,U005869,FASHION-L,11520
T00003121,U006259,FASHION-L,2140
T00003122,U001650,FASHION-L,3390
T00003123,U003216,FASHION-L,2710
T00003124,U004434,FASHION-L,3280
T00003125,U009629,FASHION-L,2690
T00003126,U005245,FASHION-L,2780
T00003127,U003968,FASHION-L,2890
T00003128,U009598,FASHION-H,13770
T00003129,U000907,GOODS-L,1230
T00003130,U005036,GOODS-L,18550
T00003131,U007218,GOODS-L,19780
T00003132,U001805,FASHION-L,4810
T00003133,U007183,GOODS-L,20470
T00003134,U004807,FASHION-L,31490
T00003135,U007989,FASHION-H,48450
T00003136,U003099,FASHION-L,2510
T00003137,U006033,FASHION-L,1700
T00003138,U003023,GOODS-L,1050
T00003139,U003705,FASHION-L,19490
T00003140,U005704,FASHION-L,3940
T00003141,U001693,FASHION-H,91040
T00003142,U002596,FASHION-H,17170
T00003143,U008739,FASHION-L,3130
T00003144,U000965,FASHION-L,2800
T00003145,U006024,FASHION-L,1170
T00003146,U000456,FASHION-H,14620
T00003147,U010074,GOODS-L,940
T00003148,U005465,FASHION-L,23990
T00003149,U002333,GOODS-L,710
T00003150,U001353,FASHION-L,2970
T00003151,U006882,FASHION-H,87100
T00003152,U007354,FASHION-L,2530
T00003153,U009569,FASHION-L,16330
T00003154,U010098,FASHION-L,3120
T00003155,U007664,FASHION-L,3580
T00003156,U009311,FASHION-L,2120
T00003157,U007532,FASHION-L,2830
T00003158,U000594,FASHION-L,2850
T00003159,U005400,GOODS-L,980
T00003160,U007726,FASHION-L,3640
T00003161,U000454,GOODS-H,310660
T00003162,U005324,FASHION-L,15890
T00003163,U006513,FASHION-L,2180
T00003164,U006456,FASHION-L,2020
T00003165,U009441,FASHION-L,3780
T00003166,U000619,FASHION-L,23100
T00003167,U008622,FASHION-L,26750
T00003168,U001049,FASHION-L,3560
T00003169,U002701,FASHION-L,15880
T00003170,U006696,GOODS-L,1170
T00003171,U002153,GOODS-H,106510
T00003172,U005861,FASHION-L,2070
T00003173,U002774,FASHION-L,2270
T00003174,U003281,GOODS-L,19860
T00003175,U004682,GOODS-L,780
T00003176,U000348,GOODS-L,820
T00003177,U008501,FASHION-H,20270
T00003178,U003821,FASHION-H,28320
T00003179,U006449,FASHION-L,4550
T00003180,U005863,FASHION-H,72700
T00003181,U008400,FASHION-H,74130
T00003182,U006040,FASHION-L,18710
T00003183,U005615,FASHION-L,26650
T00003184,U005588,FASHION-L,2850
T00003185,U001008,FASHION-L,3780
T00003186,U002491,FASHION-L,2990
T00003187,U003016,FASHION-H,21670
T00003188,U008204,FASHION-H,22310
T00003189,U010232,FASHION-L,20880
T00003190,U004295,FASHION-L,15550
T00003191,U007151,FASHION-L,24680
T00003192,U001346,FASHION-L,30930
T00003193,U006822,FASHION-L,15920
T00003194,U001183,GOODS-L,950
T00003195,U006151,FASHION-L,17470
T00003196,U007566,FASHION-L,3270
T00003197,U007573,GOODS-H,100910
T00003198,U000595,FASHION-L,2170
T00003199,U006362,FASHION-L,2740
T00003200,U004472,FASHION-L,18540
T00003201,U004793,FASHION-L,33140
T00003202,U001713,FASHION-L,5190
T00003203,U007955,FASHION-L,21200
T00003204,U003951,FASHION-L,2540
T00003205,U006107,FASHION-L,3080
T00003206,U003791,FASHION-H,73450
T00003207,U007890,FASHION-L,18820
T00003208,U004368,GOODS-L,19920
T00003209,U006965,FASHION-L,2540
T00003210,U000914,GOODS-L,1090
T00003211,U002420,GOODS-L,1110
T00003212,U007489,GOODS-L,920
T00003213,U009955,FASHION-L,4660
T00003214,U008683,FASHION-L,1780
T00003215,U006332,GOODS-L,20470
T00003216,U006289,FASHION-L,2620
T00003217,U008258,GOODS-H,91990
T00003218,U000362,FASHION-L,23950
T00003219,U004395,FASHION-L,19210
T00003220,U000017,FASHION-L,3280
T00003221,U008457,GOODS-L,860
T00003222,U005275,FASHION-L,23320
T00003223,U001111,FASHION-L,17090
T00003224,U006784,FASHION-L,3330
T00003225,U007214,GOODS-L,20720
T00003226,U000239,FASHION-L,25630
T00003227,U005022,GOODS-L,960
T00003228,U005881,FASHION-H,14860
T00003229,U006517,FASHION-L,19320
T00003230,U009987,FASHION-L,3260
T00003231,U004308,FASHION-L,18360
T00003232,U009750,FASHION-L,32060
T00003233,U005455,GOODS-L,19670
T00003234,U000624,FASHION-L,8550
T00003235,U010173,GOODS-L,620
T00003236,U005463,FASHION-L,3310
T00003237,U005371,FASHION-L,19230
T00003238,U000020,GOODS-L,20070
T00003239,U007861,FASHION-L,4020
T00003240,U007043,FASHION-L,2850
T00003241,U005914,GOODS-L,1070
T00003242,U010207,GOODS-L,680
T00003243,U005401,FASHION-L,15910
T00003244,U008902,GOODS-L,790
T00003245,U003650,FASHION-L,2860
T00003246,U004471,GOODS-L,960
T00003247,U006642,GOODS-L,950
T00003248,U000947,FASHION-L,2200
T00003249,U009832,GOODS-L,980
T00003250,U008137,GOODS-L,960
T00003251,U007157,FASHION-L,3820
T00003252,U008282,FASHION-L,2720
T00003253,U005971,FASHION-L,2020
T00003254,U008817,GOODS-L,990
T00003255,U004675,FASHION-L,1800
T00003256,U009193,FASHION-L,22180
T00003257,U007770,FASHION-L,18670
T00003258,U001506,FASHION-L,3870
T00003259,U007983,FASHION-L,1360
T00003260,U000339,FASHION-L,3300
T00003261,U008865,FASHION-L,3430
T00003262,U007547,GOODS-L,860
T00003263,U001320,FASHION-H,19240
T00003264,U002072,FASHION-L,3630
T00003265,U009450,GOODS-L,20680
T00003266,U006186,FASHION-H,61960
T00003267,U006724,FASHION-L,4580
T00003268,U005343,FASHION-L,2460
T00003269,U008224,FASHION-L,2030
T00003270,U008539,FASHION-L,3650
T00003271,U000247,GOODS-L,690
T00003272,U003905,FASHION-L,14760
T00003273,U009983,GOODS-L,1570
T00003274,U005708,GOODS-L,20200
T00003275,U001221,GOODS-L,20080
T00003276,U004241,GOODS-H,102960
T00003277,U010254,FASHION-L,3410
T00003278,U010080,FASHION-H,17490
T00003279,U002768,FASHION-L,2750
T00003280,U000105,FASHION-L,2780
T00003281,U004551,GOODS-L,20350
T00003282,U000363,GOODS-L,1090
T00003283,U001315,FASHION-L,24310
T00003284,U006444,FASHION-L,15710
T00003285,U000640,FASHION-L,3150
T00003286,U005176,FASHION-L,1260
T00003287,U006828,FASHION-L,20090
T00003288,U007482,GOODS-L,1150
T00003289,U005301,FASHION-L,970
T00003290,U003018,FASHION-H,67100
T00003291,U001558,FASHION-L,25240
T00003292,U009264,FASHION-H,16320
T00003293,U001812,GOODS-L,1020
T00003294,U010075,GOODS-L,20010
T00003295,U003836,GOODS-L,810
T00003296,U007544,GOODS-L,1120
T00003297,U009811,GOODS-L,700
T00003298,U000742,FASHION-L,2760
T00003299,U000500,GOODS-L,850
T00003300,U002964,FASHION-H,20180
T00003301,U002159,FASHION-L,7730
T00003302,U002105,GOODS-L,650
T00003303,U000692,FASHION-L,17910
T00003304,U004561,FASHION-L,27890
T00003305,U000993,FASHION-L,4010
T00003306,U008437,FASHION-L,27530
T00003307,U002044,FASHION-H,69260
T00003308,U001223,FASHION-H,97780
T00003309,U001737,FASHION-L,2530
T00003310,U008167,GOODS-L,980
T00003311,U006384,FASHION-H,43280
T00003312,U004384,GOODS-L,890
T00003313,U002144,FASHION-H,25750
T00003314,U002453,FASHION-L,3360
T00003315,U002329,FASHION-H,55650
T00003316,U001255,FASHION-L,2700
T00003317,U008982,FASHION-H,17720
T00003318,U001749,FASHION-L,4110
T00003319,U008994,FASHION-L,3160
T00003320,U005135,FASHION-L,3060
T00003321,U008992,FASHION-L,12500
T00003322,U008255,FASHION-L,21410
T00003323,U004198,FASHION-L,21640
T00003324,U005528,GOODS-L,980
T00003325,U003095,FASHION-L,1520
T00003326,U004423,FASHION-L,24560
T00003327,U000879,FASHION-L,2660
T00003328,U009601,FASHION-H,13760
T00003329,U010232,GOODS-L,490
T00003330,U004732,FASHION-L,1540
T00003331,U002305,FASHION-H,81110
T00003332,U004420,FASHION-L,2580
T00003333,U003644,FASHION-L,21210
T00003334,U005126,FASHION-L,20230
T00003335,U006669,GOODS-L,19570
T00003336,U001179,FASHION-L,3500
T00003337,U008223,GOODS-L,1410
T00003338,U005799,FASHION-L,1860
T00003339,U002048,FASHION-L,16530
T00003340,U006883,GOODS-L,20630
T00003341,U006639,FASHION-L,22390
T00003342,U006933,GOODS-L,920
T00003343,U007868,FASHION-L,26130
T00003344,U004349,FASHION-L,1930
T00003345,U003465,FASHION-L,18610
T00003346,U002413,GOODS-L,1120
